competitor,product,source_platform,review_id,date,rating,title,body,reviewer_name,is_verified,is_recommended,helpful_count,reviewer_attributes
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,eccd6054a890a972,2021-03-02T00:00:00,,A great addition to anyone’s hair care,"I bought this initially in hopes of restoring my postpartum alopecia. It has helped a bit but not dramatically. I’ve only been using it for a little over a month. I have noticed less fallout, which I attribute to this and the Aloe Vera prepoo mask I use at every wash day (once a week). The real miracle is how this has grown my eyebrows. I have decent eyebrows but the tips are a bit thinned. I started using it on them after reading someone’s review. Boy, has it done miracles. I will for sure continue to use this on both my mane and brows. I took one star away because this product is for hair on your head not brows.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,29,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0e2b1e7563d81379,2021-03-01T00:00:00,,,Headaches galore! noticed I was getting them when I applied this product. Noticed a few other people note the same. Product should come with a potential headache side effects warning. Not worth the headaches for me truthfully.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,20,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,545ac655a5210207,2021-02-27T00:00:00,,,"I’ve been using this product intermittently for the last month or so, I think it’s working? I haven’t noticed less fall out, but my hair doesn’t feel as thin. It could be in my head, but I’m enjoying the product and think that if I began using it more, I’d notice stronger results",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,7,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,4ee1ea6a5e124e97,2021-02-27T00:00:00,,,I absolutely love this hair serum. I have really thick hair but I bought this to use as a preventative measure because I genuinely believe in The Ordinary products. It dries non-greasy and makes your hair feel great.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,14,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,4d73a30aea7b27cc,2021-02-26T00:00:00,,I swear this works?!,I swear this works?!? My hair is definitely a little longer than before and feels much better. I died my hair with box dye before I started using this. Two weeks later I see about a half inch of gray hair growing from my root. It’s definitely speeding up the process!!!,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,25,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,f5bf9137ee0e5bbf,2021-02-24T00:00:00,,Just purchased me second bottle,Just finished my first bottle and purchased another. It lasted a month but I will be using it more sparingly the second time around as I've read a little goes a long way! I use it after I shower and before bed. It's isn't oily/greasy and I'm hoping for noticeable results after using up my second bottle!,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,18,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,d757ac8372123d44,2021-02-23T00:00:00,,helped my hair grow longer but not thicker,I just finished the whole bottle and I can’t say I noticed an increase in the density of my hair. I will say that my hair grew lots while using and I had a lot of people comment on that. My hair is thin so I found I had to use some dry shampoo the following morning after using the treatment since there was a slight residue. For the price I feel it was worth a try.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,14,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,5c6303df66e0ba2d,2021-02-23T00:00:00,,Greasy and Smelly,"not sure about hair density, but it really helped with scalp dryness.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,21,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2d4628d5feb28e41,2021-02-23T00:00:00,,Be patient and this works,This product is greasy and smelly. I wouldn’t recommend to anyone. If not for the COVID situation I would definitely return it.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,8,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,dd03d9d3d296ccce,2021-02-22T00:00:00,,,"You have to be consistent and patient for this to work. You won't see results in a week or two because hair takes longer than that to grow. I have been using this once a day on my eyebrows and hairline for over a year and have seen a lot of improvement. After years of over plucking, my eyebrows have fully grown in and I have no bare spots. Luckily, the bottle lasts for so long.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,40,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6a2fa56fc85f96a0,2021-02-21T00:00:00,,PATIENCE,Don’t know if this is helping yet but it’s easy to use and non greasy. I bought a second bottle to give it more time.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,9,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,8aee0d0daff352f7,2021-02-20T00:00:00,,,So far i have high hopes for this serum. I like the texture of it and that it does not make my hair oily/greasy. No negative reactions orI anything so far. ’m really hoping to see some great results after using it for awhile,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,12,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c1bb74eb7432ea5c,2021-02-19T00:00:00,,,"Ningún serum es mágico, tienes que ser constante para que de los resultados. Yo voy por el segundo botecito y cada vez veo como los hoyitos de mi cabeza se van llenado y me va creciendo nuevo cabello.",https://sephora.i.lithium.com/t5/image/serverpage/image-id/1771643i37528D11107E381F/image-dimensions/172x172?v=1.0,False,True,10,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1710777923d2952e,2021-02-19T00:00:00,,,i had long hair.. down to my bum and lost half the length rocking a high ponytail for the whole summer... this is really helping growing back. + i see the baby hairs growing its amazing,clo420,False,True,49,"{""eye_color"": ""Blue"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,3da522f148a1e524,2021-02-18T00:00:00,,,"This stuff is amazing. Be patient! It took about 2-3 months of usage to start seeing baby hairs, the biggest difference personally was the thickness of the strands, the strands of hair aren’t as fine anymore I think this is more for thickening the strands rather then new growth! I recommend Castor oil if you want new hair growth although this oil isn’t as greasy on the hair as castor oil",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,22,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9b673664e2e00a25,2021-02-18T00:00:00,,,"I’ve been using this product for almost 2 months now and have been noticing results for about 1 month. I put this product almost daily on the front my hairline where I have mostly baby hairs and have noticed increased hair growth in that area. I am going to try it out on the rest of my head as I have pretty fine hair, and hopefully will start to see results. The serum does take a while to work, but that is to be expected. My main gripe is that it can look oily in the hair.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,25,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,17e461a1200ccf52,2021-02-17T00:00:00,,took forever but it worked,"Be patient! It took me over a month and a half to start growing new baby hairs. The product did give me a bit of dandruff tho, but it’s worth it for new hairs. I’m about to purchase my 2nd bottle",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,17,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ce9a99d66472327a,2021-02-17T00:00:00,,Soft shiny hair,"I just finished my first bottle. My hair is just as thin as before, but it makes it shiny, manageable and less prone to frizz. I will continue to use it if only for the conditioning effect, even if it doesn’t give me thicker hair",999diamonds,False,False,7,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b22b90a29b4d1f3a,2021-02-17T00:00:00,,Need better help than this,"I have only been using this for a month. I am in my 60’s and have thinning, straight hair. It leaves a residue in my hair which feels gross and makes my hair look ugly. I am only using a drop per ‘area’ on my scalp.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,7,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0501c3b0d90000b0,2021-02-17T00:00:00,,Scalp relief!!! recommend to scalp issues!!,"GREAT FOR SCALP ISSUES!!! I recently have been struggling with itchy scalp, possibly because of dryness and have had a bit of dandruff. I’ve been looking for a scalp oil/serum to help with this issue but everything is so thick and oily that they make my hair oily immediately after using it. This serum has literally changed my life! I apply it every night on my scalp and massage it in and wake up with a non itchy scalp and no extra oil! For the hair growth properties im not positive if it’s made a huge change but I am seeing some baby hairs under my bangs that weren’t there before. I will be repurchasing! Please never discontinue this product!!! (results listed above are from my 1st bottle) GET THIS IF YOU ARE HAVING ANY ITCHY/DRY/DANDRUFF ISSUES! it doesn’t matter if you want the growth or not this product is amazing",WBann,False,True,20,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,99d555732026f91c,2021-02-16T00:00:00,,not much of a difference,"Just finished my first bottle. I used this every other night and haven’t noticed much of a difference to be completely honest. It’s worth a shot since it’s cheap, but it is not life changing. Won’t repurchase",BeeLovesBeauty,False,True,10,"{""eye_color"": ""Green"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Dry""}"
